Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,order-3cmg,order-wqw2,randomiser-hyw5,order-fuj5,order-ymml,Randomise questionnaire elements?,Question Key,Response
3,1677248898724,24/02/2023 14:28:18,1677248898508,-5,24/02/2023 09:28:18,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1861x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Age-quantised,32
4,1677248898724,24/02/2023 14:28:18,1677248898509,-5,24/02/2023 09:28:18,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1861x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Gender,Female
5,1677248898724,24/02/2023 14:28:18,1677248898509,-5,24/02/2023 09:28:18,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1861x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Gender-quantised,2
6,1677248898724,24/02/2023 14:28:18,1677248898509,-5,24/02/2023 09:28:18,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1861x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Gender-text,
7,1677248898724,24/02/2023 14:28:18,1677248898509,-5,24/02/2023 09:28:18,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1861x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,seizures,1
8,1677248898724,24/02/2023 14:28:18,1677248898509,-5,24/02/2023 09:28:18,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1861x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,device,1
9,1677248898724,24/02/2023 14:28:18,1677248898509,-5,24/02/2023 09:28:18,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1861x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,consent,1
10,1677248898724,24/02/2023 14:28:18,1677248898509,-5,24/02/2023 09:28:18,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1861x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,END QUESTIONNAIRE,17188
1,1677249005576,24/02/2023 14:30:05,1677249006126,-5,24/02/2023 09:30:06,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1536x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677249018328,24/02/2023 14:30:18,1677249018918,-5,24/02/2023 09:30:18,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Age,40
3,1677249018532,24/02/2023 14:30:18,1677249018920,-5,24/02/2023 09:30:18,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Age-quantised,24
4,1677249018532,24/02/2023 14:30:18,1677249018920,-5,24/02/2023 09:30:18,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender,Female
5,1677249018532,24/02/2023 14:30:18,1677249018920,-5,24/02/2023 09:30:18,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender-quantised,2
6,1677249018532,24/02/2023 14:30:18,1677249018920,-5,24/02/2023 09:30:18,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender-text,
7,1677249018532,24/02/2023 14:30:18,1677249018920,-5,24/02/2023 09:30:18,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,seizures,1
8,1677249018532,24/02/2023 14:30:18,1677249018920,-5,24/02/2023 09:30:18,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,device,1
9,1677249018532,24/02/2023 14:30:18,1677249018921,-5,24/02/2023 09:30:18,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,consent,1
10,1677249018532,24/02/2023 14:30:18,1677249018921,-5,24/02/2023 09:30:18,122093,5,questionnaire-5uc8,,27534471,BLIND,8185412,,complete,gulgxq,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x714,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,END QUESTIONNAIRE,12795
1,1677501046378,27/02/2023 12:30:46,1677501046210,1,27/02/2023 13:30:46,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1438x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,BEGIN QUESTIONNAIRE,
2,1677501078498,27/02/2023 12:31:18,1677501078399,1,27/02/2023 13:31:18,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1421x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age,33
3,1677501078638,27/02/2023 12:31:18,1677501078401,1,27/02/2023 13:31:18,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1421x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age-quantised,17
4,1677501078638,27/02/2023 12:31:18,1677501078401,1,27/02/2023 13:31:18,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1421x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender,Male
5,1677501078638,27/02/2023 12:31:18,1677501078401,1,27/02/2023 13:31:18,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1421x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-quantised,1
6,1677501078638,27/02/2023 12:31:18,1677501078401,1,27/02/2023 13:31:18,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1421x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-text,
7,1677501078638,27/02/2023 12:31:18,1677501078401,1,27/02/2023 13:31:18,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1421x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,seizures,1
8,1677501078638,27/02/2023 12:31:18,1677501078402,1,27/02/2023 13:31:18,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1421x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,device,1
9,1677501078638,27/02/2023 12:31:18,1677501078402,1,27/02/2023 13:31:18,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1421x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,consent,1
10,1677501078638,27/02/2023 12:31:18,1677501078402,1,27/02/2023 13:31:18,122093,5,questionnaire-5uc8,,27591174,BLIND,8203372,,complete,gsdchm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1421x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,END QUESTIONNAIRE,32192
1,1677502032425,27/02/2023 12:47:12,1677502032214,-6,27/02/2023 06:47:12,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1170x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677502046722,27/02/2023 12:47:26,1677502046535,-6,27/02/2023 06:47:26,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1153x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Age,34
3,1677502046876,27/02/2023 12:47:26,1677502046537,-6,27/02/2023 06:47:26,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1153x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Age-quantised,18
4,1677502046876,27/02/2023 12:47:26,1677502046537,-6,27/02/2023 06:47:26,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1153x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender,Male
5,1677502046876,27/02/2023 12:47:26,1677502046537,-6,27/02/2023 06:47:26,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1153x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender-quantised,1
6,1677502046876,27/02/2023 12:47:26,1677502046537,-6,27/02/2023 06:47:26,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1153x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender-text,
7,1677502046876,27/02/2023 12:47:26,1677502046537,-6,27/02/2023 06:47:26,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1153x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,seizures,1
8,1677502046876,27/02/2023 12:47:26,1677502046538,-6,27/02/2023 06:47:26,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1153x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,device,1
9,1677502046876,27/02/2023 12:47:26,1677502046538,-6,27/02/2023 06:47:26,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1153x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,consent,1
10,1677502046876,27/02/2023 12:47:26,1677502046538,-6,27/02/2023 06:47:26,122093,5,questionnaire-5uc8,,27591728,BLIND,8203567,,complete,xcpgub,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1153x712,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,END QUESTIONNAIRE,14324
1,1677505673231,27/02/2023 13:47:53,1677505683031,5.5,27/02/2023 19:18:03,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1024x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,BEGIN QUESTIONNAIRE,
2,1677505740074,27/02/2023 13:49:00,1677505752897,5.5,27/02/2023 19:19:12,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,Age,36
3,1677505740296,27/02/2023 13:49:00,1677505752899,5.5,27/02/2023 19:19:12,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,Age-quantised,20
4,1677505740296,27/02/2023 13:49:00,1677505752899,5.5,27/02/2023 19:19:12,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,Gender,Male
5,1677505740296,27/02/2023 13:49:00,1677505752900,5.5,27/02/2023 19:19:12,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,Gender-quantised,1
6,1677505740296,27/02/2023 13:49:00,1677505752900,5.5,27/02/2023 19:19:12,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,Gender-text,
7,1677505740296,27/02/2023 13:49:00,1677505752900,5.5,27/02/2023 19:19:12,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,seizures,1
8,1677505740296,27/02/2023 13:49:00,1677505752901,5.5,27/02/2023 19:19:12,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,device,1
9,1677505740296,27/02/2023 13:49:00,1677505752901,5.5,27/02/2023 19:19:12,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,consent,1
10,1677505740296,27/02/2023 13:49:00,1677505752901,5.5,27/02/2023 19:19:12,122093,5,questionnaire-5uc8,,27594269,BLIND,8204361,,complete,brysmm,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1024x768,1007x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,BCA,No,END QUESTIONNAIRE,69870
1,1677507801623,27/02/2023 14:23:21,1677507795983,5.5,27/02/2023 19:53:15,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,BEGIN QUESTIONNAIRE,
2,1677507894433,27/02/2023 14:24:54,1677507888314,5.5,27/02/2023 19:54:48,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,Age,37
3,1677507894703,27/02/2023 14:24:54,1677507888316,5.5,27/02/2023 19:54:48,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,Age-quantised,21
4,1677507894703,27/02/2023 14:24:54,1677507888317,5.5,27/02/2023 19:54:48,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,Gender,Male
5,1677507894703,27/02/2023 14:24:54,1677507888317,5.5,27/02/2023 19:54:48,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,Gender-quantised,1
6,1677507894703,27/02/2023 14:24:54,1677507888317,5.5,27/02/2023 19:54:48,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,Gender-text,
7,1677507894703,27/02/2023 14:24:54,1677507888318,5.5,27/02/2023 19:54:48,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,seizures,1
8,1677507894703,27/02/2023 14:24:54,1677507888318,5.5,27/02/2023 19:54:48,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,device,1
9,1677507894703,27/02/2023 14:24:54,1677507888318,5.5,27/02/2023 19:54:48,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,consent,1
10,1677507894703,27/02/2023 14:24:54,1677507888319,5.5,27/02/2023 19:54:48,122093,5,questionnaire-5uc8,,27595759,BLIND,8204854,,complete,fwilpg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,CAB,No,END QUESTIONNAIRE,92337
