"","PID","status","counterbalance","blockorderA1","blockorderA2","blockorderB1","blockorderB2","condition_1","Zone.Type","ratings","condition_2"
"3959",9273706,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","7","single zero 216"
"4047",9273706,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","9","single zero 16"
"4137",9273520,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 16"
"4425",9273520,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","2","single zero 216"
"4497",9273520,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","6","single zero 0"
"4571",9273589,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","-1","single zero 0"
"4859",9273589,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 216"
"4947",9273589,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 16"
"5237",9273469,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","0","single zero 216"
"5309",9273469,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 0"
"5397",9273469,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 16"
"5687",9273420,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","2","single zero 216"
"5775",9273420,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","3","single zero 16"
"5847",9273420,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 0"
"6137",9273371,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 216"
"6225",9273371,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","3","single zero 16"
"6297",9273371,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 0"
"6587",9273383,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 216"
"6659",9273383,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","0","single zero 0"
"6747",9273383,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-1","single zero 16"
"7037",9273402,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","10","single zero 216"
"7125",9273402,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","10","single zero 16"
"7197",9273402,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","10","single zero 0"
"7487",9273357,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","-4","single zero 216"
"7575",9273357,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 16"
"7647",9273357,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 0"
"7737",9273336,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 16"
"8025",9273336,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","2","single zero 216"
"8097",9273336,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 0"
"8187",9209811,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","7","single zero 16"
"8475",9209811,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","7","single zero 216"
"8547",9209811,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","7","single zero 0"
"8621",9209826,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 0"
"8709",9209826,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","6","single zero 16"
"8997",9209826,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","6","single zero 216"
"9071",9209802,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 0"
"9359",9209802,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","7","single zero 216"
"9447",9209802,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","9","single zero 16"
"9521",9209783,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","4","single zero 0"
"9809",9209783,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-1","single zero 216"
"9897",9209783,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 16"
"9987",9209763,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 16"
"10275",9209763,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","6","single zero 216"
"10347",9209763,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","4","single zero 0"
"10637",9209735,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","6","single zero 216"
"10709",9209735,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","-3","single zero 0"
"10797",9209735,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","10","single zero 16"
"10887",9209730,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 16"
"10959",9209730,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-1","single zero 0"
"11247",9209730,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","0","single zero 216"
"11321",9209739,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 0"
"11409",9209739,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 16"
"11697",9209739,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","2","single zero 216"
"11771",9186160,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","4","single zero 0"
"12059",9186160,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 216"
"12147",9186160,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 16"
"12437",9186097,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","0","single zero 216"
"12525",9186097,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","2","single zero 16"
"12597",9186097,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","3","single zero 0"
"12687",9186087,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-4","single zero 16"
"12760",9186087,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-3","single zero 0"
"13048",9186087,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-4","single zero 216"
"13138",9275181,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","0","single zero 16"
"13210",9275181,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","0","single zero 0"
"13498",9275181,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 216"
"13572",9273859,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","4","single zero 0"
"13660",9273859,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","8","single zero 16"
"13948",9273859,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","4","single zero 216"
"14038",9274035,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-6","single zero 16"
"14110",9274035,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 0"
"14398",9274035,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-3","single zero 216"
"863",9275181,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-7","single neg 16"
"1584",9275181,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-5","single neg 0"
"4467",9275181,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"5363",9274035,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-1","single neg 16"
"6082",9274035,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 0"
"8967",9274035,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"11863",9273826,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","4","single neg 216"
"12742",9273826,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","1","single neg 16"
"13467",9273826,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-2","single neg 0"
"16364",9273859,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-7","single neg 216"
"17082",9273859,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 0"
"17967",9273859,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-7","single neg 16"
"18703",9273819,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 0"
"19583",9273819,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 16"
"22467",9273819,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-10","single neg 216"
"23363",9273800,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 16"
"26241",9273800,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"26967",9273800,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-5","single neg 0"
"27703",9273788,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-6","single neg 0"
"28583",9273788,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-7","single neg 16"
"31466",9273788,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 216"
"3236",9273776,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","8","single neg 16"
"35243",9273776,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","6","single neg 216"
"35966",9273776,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","8","single neg 0"
"36701",9273667,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 0"
"39583",9273667,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-2","single neg 216"
"40466",9273667,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-3","single neg 16"
"43364",9273706,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","8","single neg 216"
"44242",9273706,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","9","single neg 16"
"44966",9273706,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","9","single neg 0"
"45862",9273658,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 16"
"46583",9273658,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 0"
"49466",9273658,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"50362",9273589,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-1","single neg 16"
"51081",9273589,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-1","single neg 0"
"53966",9273589,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","2","single neg 216"
"54864",9273520,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-5","single neg 16"
"57742",9273520,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 216"
"58466",9273520,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 0"
"59361",9273469,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","0","single neg 16"
"6008",9273469,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","0","single neg 0"
"62966",9273469,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","0","single neg 216"
"63863",9273402,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","7","single neg 16"
"64583",9273402,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","4","single neg 0"
"67466",9273402,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","1","single neg 216"
"70364",9273420,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 216"
"71082",9273420,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-7","single neg 0"
"71966",9273420,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-2","single neg 16"
"72862",9273371,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-6","single neg 16"
"75743",9273371,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"76466",9273371,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 0"
"79363",9273383,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"80241",9273383,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 16"
"80966",9273383,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 0"
"81703",9273357,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","2","single neg 0"
"82581",9273357,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-2","single neg 16"
"85466",9273357,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-6","single neg 216"
"86362",9273336,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-3","single neg 16"
"89241",9273336,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 216"
"89966",9273336,"complete","CounterbalanceA","BCA","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-10","single neg 0"
"92865",9209811,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","10","single neg 216"
"93584",9209811,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","10","single neg 0"
"94466",9209811,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","8","single neg 16"
"95204",9209826,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","4","single neg 0"
"98081",9209826,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-4","single neg 216"
"98966",9209826,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","6","single neg 16"
