"","PID","condition_1","Participant.Status","condOrder","Zone.Type","ratings","condition_2"
"21266",5153387,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","10","multiple 8 negative"
"22162",5132547,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","0","multiple 8 negative"
"23681",5132547,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","1","multiple 72 negative"
"24481",5132547,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","1","noD 0 trial"
"25526",5132547,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","0","multiple 24 negative"
"2658",5123283,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","4","multiple 24 negative"
"27462",5123283,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","7","multiple 8 negative"
"2898",5123283,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-5","multiple 72 negative"
"29786",5123283,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-4","noD 0 trial"
"30602",5122145,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","5","noD 0 trial"
"31482",5122145,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-5","multiple 8 negative"
"33001",5122145,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-1","multiple 72 negative"
"34046",5122145,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-2","multiple 24 negative"
"3486",5057499,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","3","noD 0 trial"
"35741",5057499,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-1","multiple 8 negative"
"37262",5057499,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","-4","multiple 72 negative"
"38305",5057499,"Trash_Multiple_Negative","complete","MSE","response_slider_endValue","4","multiple 24 negative"
"1025",5241123,"Trash_Single_Negative","complete","MES","response_slider_endValue","2","single 24 negative"
"25410",5241123,"Trash_Single_Negative","complete","MES","response_slider_endValue","-5","single 72 negative"
"34219",5241123,"Trash_Single_Negative","complete","MES","response_slider_endValue","4","single 8 negative"
"4323",5189480,"Trash_Single_Negative","complete","MES","response_slider_endValue","10","single 8 negative"
"5847",5189480,"Trash_Single_Negative","complete","MES","response_slider_endValue","6","single 72 negative"
"68816",5189480,"Trash_Single_Negative","complete","MES","response_slider_endValue","10","single 24 negative"
"8425",5175997,"Trash_Single_Negative","complete","MES","response_slider_endValue","5","single 72 negative"
"9467",5175997,"Trash_Single_Negative","complete","MES","response_slider_endValue","10","single 24 negative"
"103418",5175997,"Trash_Single_Negative","complete","MES","response_slider_endValue","5","single 8 negative"
"11884",5162544,"Trash_Single_Negative","complete","MES","response_slider_endValue","4","single 72 negative"
"12765",5162544,"Trash_Single_Negative","complete","MES","response_slider_endValue","4","single 8 negative"
"138017",5162544,"Trash_Single_Negative","complete","MES","response_slider_endValue","3","single 24 negative"
"15345",5123425,"Trash_Single_Negative","complete","MES","response_slider_endValue","-5","single 72 negative"
"16389",5123425,"Trash_Single_Negative","complete","MES","response_slider_endValue","3","single 24 negative"
"172616",5123425,"Trash_Single_Negative","complete","MES","response_slider_endValue","10","single 8 negative"
"18164",5122669,"Trash_Single_Negative","complete","MES","response_slider_endValue","1","single 8 negative"
"19206",5122669,"Trash_Single_Negative","complete","MES","response_slider_endValue","1","single 24 negative"
"207216",5122669,"Trash_Single_Negative","complete","MES","response_slider_endValue","0","single 72 negative"
"22266",5122214,"Trash_Single_Negative","complete","MES","response_slider_endValue","0","single 72 negative"
"23147",5122214,"Trash_Single_Negative","complete","MES","response_slider_endValue","-2","single 8 negative"
"241816",5122214,"Trash_Single_Negative","complete","MES","response_slider_endValue","-5","single 24 negative"
"25247",5059559,"Trash_Single_Negative","complete","MES","response_slider_endValue","4","single 24 negative"
"26765",5059559,"Trash_Single_Negative","complete","MES","response_slider_endValue","3","single 72 negative"
"276416",5059559,"Trash_Single_Negative","complete","MES","response_slider_endValue","2","single 8 negative"
"781",5239848,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","10","noD 0 trial"
"166",5239848,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","10","multiple 8 neutral"
"3182",5239848,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","5","multiple 72 neutral"
"4228",5239848,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","6","multiple 24 neutral"
"5122",5232868,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","5","multiple 8 neutral"
"616",5232868,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","5","multiple 24 neutral"
"7682",5232868,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","3","multiple 72 neutral"
"8487",5232868,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","10","noD 0 trial"
"10023",5184376,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","-5","multiple 72 neutral"
"1082",5184376,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","3","noD 0 trial"
"1170",5184376,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","3","multiple 8 neutral"
"12747",5184376,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","4","multiple 24 neutral"
"14283",5175439,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","-10","multiple 72 neutral"
"15322",5175439,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","10","multiple 24 neutral"
"16201",5175439,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","0","multiple 8 neutral"
"17007",5175439,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","-5","noD 0 trial"
"1782",5163151,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","6","noD 0 trial"
"18861",5163151,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","8","multiple 24 neutral"
"19741",5163151,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","6","multiple 8 neutral"
"21267",5163151,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","7","multiple 72 neutral"
"22322",5132531,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","8","multiple 24 neutral"
"23841",5132531,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","9","multiple 72 neutral"
"24722",5132531,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","10","multiple 8 neutral"
"25527",5132531,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","9","noD 0 trial"
"26423",5122890,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","-4","multiple 8 neutral"
"27222",5122890,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","2","noD 0 trial"
"28742",5122890,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","1","multiple 72 neutral"
"29787",5122890,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","1","multiple 24 neutral"
"30603",5059700,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","10","noD 0 trial"
"31483",5059700,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","7","multiple 8 neutral"
"33002",5059700,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","6","multiple 72 neutral"
"34047",5059700,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","8","multiple 24 neutral"
"34861",5056786,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","3","noD 0 trial"
"35742",5056786,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","6","multiple 8 neutral"
"36783",5056786,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","5","multiple 24 neutral"
"38306",5056786,"Trash_Multiple_Neutral","complete","SME","response_slider_endValue","4","multiple 72 neutral"
"866",5179877,"Trash_Single_Positive","complete","EMS","response_slider_endValue","1","single 8 positive"
"1905",5179877,"Trash_Single_Positive","complete","EMS","response_slider_endValue","5","single 24 positive"
"34220",5179877,"Trash_Single_Positive","complete","EMS","response_slider_endValue","2","single 72 positive"
"4486",5132497,"Trash_Single_Positive","complete","EMS","response_slider_endValue","3","single 24 positive"
"5363",5132497,"Trash_Single_Positive","complete","EMS","response_slider_endValue","3","single 8 positive"
"68817",5132497,"Trash_Single_Positive","complete","EMS","response_slider_endValue","3","single 72 positive"
"7786",5089633,"Trash_Single_Positive","complete","EMS","response_slider_endValue","3","single 8 positive"
"8825",5089633,"Trash_Single_Positive","complete","EMS","response_slider_endValue","5","single 24 positive"
"103419",5089633,"Trash_Single_Positive","complete","EMS","response_slider_endValue","2","single 72 positive"
"11249",5056919,"Trash_Single_Positive","complete","EMS","response_slider_endValue","8","single 8 positive"
"12766",5056919,"Trash_Single_Positive","complete","EMS","response_slider_endValue","-7","single 72 positive"
"138018",5056919,"Trash_Single_Positive","complete","EMS","response_slider_endValue","-7","single 24 positive"
"14868",5239825,"Trash_Single_Positive","complete","EMS","response_slider_endValue","5","single 24 positive"
"163810",5239825,"Trash_Single_Positive","complete","EMS","response_slider_endValue","-8","single 72 positive"
"172617",5239825,"Trash_Single_Positive","complete","EMS","response_slider_endValue","-6","single 8 positive"
"18327",5231885,"Trash_Single_Positive","complete","EMS","response_slider_endValue","4","single 24 positive"
"19843",5231885,"Trash_Single_Positive","complete","EMS","response_slider_endValue","6","single 72 positive"
"207217",5231885,"Trash_Single_Positive","complete","EMS","response_slider_endValue","4","single 8 positive"
"21785",5123371,"Trash_Single_Positive","complete","EMS","response_slider_endValue","-2","single 24 positive"
"23306",5123371,"Trash_Single_Positive","complete","EMS","response_slider_endValue","5","single 72 positive"
"241817",5123371,"Trash_Single_Positive","complete","EMS","response_slider_endValue","-2","single 8 positive"
"25248",5190042,"Trash_Single_Positive","complete","EMS","response_slider_endValue","4","single 24 positive"
"26766",5190042,"Trash_Single_Positive","complete","EMS","response_slider_endValue","1","single 72 positive"
"276417",5190042,"Trash_Single_Positive","complete","EMS","response_slider_endValue","5","single 8 positive"
"28704",5170603,"Trash_Single_Positive","complete","EMS","response_slider_endValue","4","single 24 positive"
"29584",5170603,"Trash_Single_Positive","complete","EMS","response_slider_endValue","4","single 8 positive"
"311012",5170603,"Trash_Single_Positive","complete","EMS","response_slider_endValue","-2","single 72 positive"
"15014",5239825,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","3","single 72 neutral"
"25411",5239825,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","-5","single 24 neutral"
"34221",5239825,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","-3","single 8 neutral"
"4324",5170603,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","3","single 8 neutral"
"5848",5170603,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","4","single 72 neutral"
"68818",5170603,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","-3","single 24 neutral"
"7945",5132497,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","3","single 24 neutral"
"9468",5132497,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","8","single 72 neutral"
"103420",5132497,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","3","single 8 neutral"
"11403",5089633,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","1","single 24 neutral"
"12289",5089633,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","-3","single 8 neutral"
"138019",5089633,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","3","single 72 neutral"
"14703",5056919,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","1","single 8 neutral"
"15743",5056919,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","-8","single 24 neutral"
"172618",5056919,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","-7","single 72 neutral"
"18165",5179877,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","1","single 8 neutral"
"19687",5179877,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","1","single 72 neutral"
"207218",5179877,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","1","single 24 neutral"
"21786",5231885,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","5","single 24 neutral"
"22663",5231885,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","6","single 8 neutral"
"241818",5231885,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","5","single 72 neutral"
"25087",5190042,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","-7","single 8 neutral"
"26604",5190042,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","-1","single 72 neutral"
"276418",5190042,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","4","single 24 neutral"
"29186",5123371,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","3","single 72 neutral"
"30225",5123371,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","-3","single 24 neutral"
"311013",5123371,"Trash_Single_Neutral","complete","EMS","response_slider_endValue","4","single 8 neutral"
"1026",5239848,"Trash_Single_Positive","complete","SME","response_slider_endValue","-4","single 24 positive"
"1906",5239848,"Trash_Single_Positive","complete","SME","response_slider_endValue","4","single 8 positive"
"34222",5239848,"Trash_Single_Positive","complete","SME","response_slider_endValue","6","single 72 positive"
"4967",5232868,"Trash_Single_Positive","complete","SME","response_slider_endValue","10","single 72 positive"
"5849",5232868,"Trash_Single_Positive","complete","SME","response_slider_endValue","10","single 8 positive"
"68819",5232868,"Trash_Single_Positive","complete","SME","response_slider_endValue","10","single 24 positive"
"7787",5184376,"Trash_Single_Positive","complete","SME","response_slider_endValue","10","single 8 positive"
"9306",5184376,"Trash_Single_Positive","complete","SME","response_slider_endValue","10","single 72 positive"
"103421",5184376,"Trash_Single_Positive","complete","SME","response_slider_endValue","10","single 24 positive"
"11885",5175439,"Trash_Single_Positive","complete","SME","response_slider_endValue","5","single 72 positive"
"12767",5175439,"Trash_Single_Positive","complete","SME","response_slider_endValue","-5","single 8 positive"
"138020",5175439,"Trash_Single_Positive","complete","SME","response_slider_endValue","0","single 24 positive"
"14869",5163151,"Trash_Single_Positive","complete","SME","response_slider_endValue","6","single 24 positive"
"163811",5163151,"Trash_Single_Positive","complete","SME","response_slider_endValue","7","single 72 positive"
"172619",5163151,"Trash_Single_Positive","complete","SME","response_slider_endValue","-4","single 8 positive"
"18872",5132531,"Trash_Single_Positive","complete","SME","response_slider_endValue","6","single 72 positive"
"1991",5132531,"Trash_Single_Positive","complete","SME","response_slider_endValue","10","single 24 positive"
"2079",5132531,"Trash_Single_Positive","complete","SME","response_slider_endValue","8","single 8 positive"
"2169",5122890,"Trash_Single_Positive","complete","SME","response_slider_endValue","8","single 8 positive"
"2321",5122890,"Trash_Single_Positive","complete","SME","response_slider_endValue","4","single 72 positive"
"2425",5122890,"Trash_Single_Positive","complete","SME","response_slider_endValue","5","single 24 positive"
"2579",5059700,"Trash_Single_Positive","complete","SME","response_slider_endValue","10","single 72 positive"
"2667",5059700,"Trash_Single_Positive","complete","SME","response_slider_endValue","3","single 8 positive"
"2771",5059700,"Trash_Single_Positive","complete","SME","response_slider_endValue","10","single 24 positive"
"2877",5056786,"Trash_Single_Positive","complete","SME","response_slider_endValue","3","single 24 positive"
"2965",5056786,"Trash_Single_Positive","complete","SME","response_slider_endValue","6","single 8 positive"
"3117",5056786,"Trash_Single_Positive","complete","SME","response_slider_endValue","5","single 72 positive"
"1027",5241953,"Empty_Negative","complete","ESM","response_slider_endValue","3","empty 24"
"1907",5241953,"Empty_Negative","complete","ESM","response_slider_endValue","5","empty 8"
"34223",5241953,"Empty_Negative","complete","ESM","response_slider_endValue","3","empty 72"
"4968",5228305,"Empty_Negative","complete","ESM","response_slider_endValue","0","empty 72"
"58410",5228305,"Empty_Negative","complete","ESM","response_slider_endValue","0","empty 8"
"68820",5228305,"Empty_Negative","complete","ESM","response_slider_endValue","0","empty 24"
"8426",5190863,"Empty_Negative","complete","ESM","response_slider_endValue","10","empty 72"
"9469",5190863,"Empty_Negative","complete","ESM","response_slider_endValue","10","empty 24"
"103422",5190863,"Empty_Negative","complete","ESM","response_slider_endValue","10","empty 8"
"11404",5187657,"Empty_Negative","complete","ESM","response_slider_endValue","-4","empty 24"
"12922",5187657,"Empty_Negative","complete","ESM","response_slider_endValue","1","empty 72"
"138021",5187657,"Empty_Negative","complete","ESM","response_slider_endValue","-3","empty 8"
"15346",5181977,"Empty_Negative","complete","ESM","response_slider_endValue","-3","empty 72"
"16224",5181977,"Empty_Negative","complete","ESM","response_slider_endValue","-2","empty 8"
"172620",5181977,"Empty_Negative","complete","ESM","response_slider_endValue","-1","empty 24"
"18805",5175385,"Empty_Negative","complete","ESM","response_slider_endValue","3","empty 72"
"19844",5175385,"Empty_Negative","complete","ESM","response_slider_endValue","5","empty 24"
"207219",5175385,"Empty_Negative","complete","ESM","response_slider_endValue","3","empty 8"
"21625",5139418,"Empty_Negative","complete","ESM","response_slider_endValue","-10","empty 8"
"22664",5139418,"Empty_Negative","complete","ESM","response_slider_endValue","-5","empty 24"
"241819",5139418,"Empty_Negative","complete","ESM","response_slider_endValue","3","empty 72"
"25249",5128700,"Empty_Negative","complete","ESM","response_slider_endValue","-5","empty 24"
"26127",5128700,"Empty_Negative","complete","ESM","response_slider_endValue","-3","empty 8"
"276419",5128700,"Empty_Negative","complete","ESM","response_slider_endValue","2","empty 72"
"28542",5122707,"Empty_Negative","complete","ESM","response_slider_endValue","10","empty 8"
"30063",5122707,"Empty_Negative","complete","ESM","response_slider_endValue","10","empty 72"
"311014",5122707,"Empty_Negative","complete","ESM","response_slider_endValue","-10","empty 24"
"32001",5075757,"Empty_Negative","complete","ESM","response_slider_endValue","4","empty 8"
"33521",5075757,"Empty_Negative","complete","ESM","response_slider_endValue","6","empty 72"
"3457",5075757,"Empty_Negative","complete","ESM","response_slider_endValue","-4","empty 24"
"1028",5151772,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","0","multiple 24 negative"
"1908",5151772,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-9","multiple 8 negative"
"2701",5151772,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-1","noD 0 trial"
"4229",5151772,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-7","multiple 72 negative"
"5283",5240494,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","10","multiple 24 negative"
"6081",5240494,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","10","noD 0 trial"
"6961",5240494,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","9","multiple 8 negative"
"8488",5240494,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","10","multiple 72 negative"
"9307",5181767,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","noD 0 trial"
"10181",5181767,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","5","multiple 8 negative"
"11222",5181767,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-2","multiple 24 negative"
"12748",5181767,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-4","multiple 72 negative"
"14284",5169528,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","3","multiple 72 negative"
"1516",5169528,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","multiple 8 negative"
"16202",5169528,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","multiple 24 negative"
"17008",5169528,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","1","noD 0 trial"
"17901",5132094,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","10","multiple 8 negative"
"1942",5132094,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","10","multiple 72 negative"
"20221",5132094,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","10","noD 0 trial"
"21268",5132094,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","10","multiple 24 negative"
"22081",5123496,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-8","noD 0 trial"
"23601",5123496,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-6","multiple 72 negative"
"24482",5123496,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-10","multiple 8 negative"
"25528",5123496,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-10","multiple 24 negative"
"26424",5122418,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","4","multiple 8 negative"
"27223",5122418,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","3","noD 0 trial"
"28743",5122418,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","0","multiple 72 negative"
"29788",5122418,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","multiple 24 negative"
"30682",5061833,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","multiple 8 negative"
"31721",5061833,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","multiple 24 negative"
"33241",5061833,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","1","multiple 72 negative"
"34048",5061833,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","1","noD 0 trial"
"35581",5056505,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","1","multiple 72 negative"
"3662",5056505,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-10","multiple 24 negative"
"3750",5056505,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","multiple 8 negative"
"38307",5056505,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-3","noD 0 trial"
"39201",5191080,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","1","multiple 8 negative"
"40001",5191080,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","noD 0 trial"
"41521",5191080,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","-9","multiple 72 negative"
"42561",5191080,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","multiple 24 negative"
"4362",5190763,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","3","multiple 24 negative"
"4450",5190763,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","2","multiple 8 negative"
"4602",5190763,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","5","multiple 72 negative"
"4682",5190763,"Trash_Multiple_Negative","complete","SEM","response_slider_endValue","5","noD 0 trial"
"782",5239848,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","6","noD 0 trial"
"2302",5239848,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-3","multiple 72 negative"
"3183",5239848,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","7","multiple 8 negative"
"42210",5239848,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","5","multiple 24 negative"
"5123",5232868,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","3","multiple 8 negative"
"6641",5232868,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","3","multiple 72 negative"
"7443",5232868,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","10","noD 0 trial"
"8489",5232868,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","6","multiple 24 negative"
"9542",5175439,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","5","multiple 24 negative"
"103423",5175439,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-10","noD 0 trial"
"11863",5175439,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","5","multiple 72 negative"
"12749",5175439,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","10","multiple 8 negative"
"14285",5163151,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-5","multiple 72 negative"
"15161",5163151,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","10","multiple 8 negative"
"16203",5163151,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","7","multiple 24 negative"
"17009",5163151,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","6","noD 0 trial"
"17902",5122890,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","3","multiple 8 negative"
"19421",5122890,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-8","multiple 72 negative"
"20222",5122890,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-7","noD 0 trial"
"21269",5122890,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-5","multiple 24 negative"
"22082",5059700,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","10","noD 0 trial"
"23121",5059700,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","6","multiple 24 negative"
"24001",5059700,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","7","multiple 8 negative"
"25529",5059700,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","8","multiple 72 negative"
"27061",5056786,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","3","multiple 72 negative"
"27941",5056786,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","4","multiple 8 negative"
"28981",5056786,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","2","multiple 24 negative"
"29789",5056786,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","4","noD 0 trial"
"30842",5184376,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-6","multiple 24 negative"
"31641",5184376,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-7","noD 0 trial"
"33161",5184376,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-3","multiple 72 negative"
"34049",5184376,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","-3","multiple 8 negative"
"34941",5132531,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","7","multiple 8 negative"
"35743",5132531,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","8","noD 0 trial"
"37263",5132531,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","2","multiple 72 negative"
"38308",5132531,"Trash_Multiple_Negative","complete","SME","response_slider_endValue","8","multiple 24 negative"
"867",5229638,"Empty_Neutral","complete","MSE","response_slider_endValue","3","empty 8 neutral"
"2387",5229638,"Empty_Neutral","complete","MSE","response_slider_endValue","4","empty 72 neutral"
"34224",5229638,"Empty_Neutral","complete","MSE","response_slider_endValue","4","empty 24 neutral"
"4969",5189782,"Empty_Neutral","complete","MSE","response_slider_endValue","10","empty 72 neutral"
"58411",5189782,"Empty_Neutral","complete","MSE","response_slider_endValue","10","empty 8 neutral"
"68821",5189782,"Empty_Neutral","complete","MSE","response_slider_endValue","10","empty 24 neutral"
"8427",5186617,"Empty_Neutral","complete","MSE","response_slider_endValue","4","empty 72 neutral"
"9308",5186617,"Empty_Neutral","complete","MSE","response_slider_endValue","5","empty 8 neutral"
"103424",5186617,"Empty_Neutral","complete","MSE","response_slider_endValue","3","empty 24 neutral"
"112410",5180420,"Empty_Neutral","complete","MSE","response_slider_endValue","3","empty 8 neutral"
"122810",5180420,"Empty_Neutral","complete","MSE","response_slider_endValue","2","empty 24 neutral"
"138022",5180420,"Empty_Neutral","complete","MSE","response_slider_endValue","4","empty 72 neutral"
"15347",5153387,"Empty_Neutral","complete","MSE","response_slider_endValue","9","empty 72 neutral"
"16225",5153387,"Empty_Neutral","complete","MSE","response_slider_endValue","4","empty 8 neutral"
"172621",5153387,"Empty_Neutral","complete","MSE","response_slider_endValue","4","empty 24 neutral"
"18328",5132547,"Empty_Neutral","complete","MSE","response_slider_endValue","3","empty 24 neutral"
"19845",5132547,"Empty_Neutral","complete","MSE","response_slider_endValue","-5","empty 72 neutral"
"207220",5132547,"Empty_Neutral","complete","MSE","response_slider_endValue","-5","empty 8 neutral"
"21787",5123283,"Empty_Neutral","complete","MSE","response_slider_endValue","-3","empty 24 neutral"
"22665",5123283,"Empty_Neutral","complete","MSE","response_slider_endValue","-4","empty 8 neutral"
"241820",5123283,"Empty_Neutral","complete","MSE","response_slider_endValue","5","empty 72 neutral"
"252410",5122145,"Empty_Neutral","complete","MSE","response_slider_endValue","3","empty 24 neutral"
"26128",5122145,"Empty_Neutral","complete","MSE","response_slider_endValue","3","empty 8 neutral"
"276420",5122145,"Empty_Neutral","complete","MSE","response_slider_endValue","-1","empty 72 neutral"
"29187",5057499,"Empty_Neutral","complete","MSE","response_slider_endValue","5","empty 72 neutral"
"30226",5057499,"Empty_Neutral","complete","MSE","response_slider_endValue","-3","empty 24 neutral"
