Event Index,UTC Timestamp,Local Timestamp,Local Timezone,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-cg81,order-f5ck,order-w8r4,order-mnhh,order-lgbu,order-f4f2,order-cdib,order-v22n,order-zlxs,order-flk3,order-e65y,order-6gm2,Randomise questionnaire elements?,Question Key,Response
1,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1536x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Age,39
3,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Age-quantised,23
4,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender,Female
5,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender-quantised,2
6,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender-text,
7,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,seizures,1
8,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,device,1
9,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,consent,1
10,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20460994,ri0x2syc,6067091,,complete,xkkzzv,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x714,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,END QUESTIONNAIRE,13178
1,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1536x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Age,47
3,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Age-quantised,31
4,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender,Male
5,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-quantised,1
6,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,seizures,1
8,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,device,1
9,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,consent,1
10,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461041,l2fvkix6,6067103,,complete,puguqe,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,END QUESTIONNAIRE,12939
1,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,984x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,967x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age,38
3,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,967x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age-quantised,22
4,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,967x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender,Male
5,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,967x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-quantised,1
6,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,967x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,967x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,seizures,1
8,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,967x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,device,1
9,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,967x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,consent,1
10,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20461067,29e6r9n0,6067110,,complete,ggdbrm,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,967x919,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,END QUESTIONNAIRE,11154
1,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1292x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1275x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Age,35
3,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1275x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Age-quantised,19
4,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1275x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Gender,Female
5,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1275x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Gender-quantised,2
6,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1275x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1275x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,seizures,1
8,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1275x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,device,1
9,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1275x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,consent,1
10,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20461207,s31fsq83,6067162,,complete,sbnwbb,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1275x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,END QUESTIONNAIRE,134959
1,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Age,37
3,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Age-quantised,21
4,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Gender,Female
5,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Gender-quantised,2
6,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Gender-text,
7,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,seizures,1
8,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,device,1
9,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,consent,1
10,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20461247,5ekzglpz,6067170,,complete,paerge,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x697,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,END QUESTIONNAIRE,137105
1,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1600x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1583x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age,29
3,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1583x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age-quantised,13
4,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1583x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender,Male
5,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1583x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-quantised,1
6,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1583x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-text,
7,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1583x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,seizures,1
8,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1583x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,device,1
9,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1583x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,consent,1
10,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461257,whid9fpf,6067172,,complete,gvusay,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1583x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,END QUESTIONNAIRE,9641
1,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1920x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Age,50
3,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Age-quantised,34
4,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender,Female
5,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender-quantised,2
6,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,seizures,1
8,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,device,1
9,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,consent,1
10,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20461306,id8ngh6p,6067181,,complete,jiouqw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x969,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,END QUESTIONNAIRE,18512
1,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1142x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1126x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,Age,44
3,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1126x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,Age-quantised,28
4,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1126x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,Gender,Female
5,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1126x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,Gender-quantised,2
6,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1126x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1126x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,seizures,1
8,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1126x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,device,1
9,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1126x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,consent,1
10,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20462966,77o6a5ve,6067617,,complete,pripfw,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1126x730,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,BA,BA,,,,,,,,,,,No,END QUESTIONNAIRE,18960
