Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-m4rv,order-wv65,order-bghl,order-cmad,order-hx15,order-ruel,order-l9vk,order-3qaf,order-35li,order-w9rh,order-x3wb,order-5k8v,order-2shc,order-q5m5,order-6g8p,order-ct7p,order-pqmi,order-jj8y,Randomise questionnaire elements?,Question Key,Response
1,1.63675E+12,12/11/2021 21:48,1.63675E+12,-5,12/11/2021 16:48,60751,15,questionnaire-bi31,,17117202,5056505,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x703,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,BEGIN QUESTIONNAIRE,
2,1.63675E+12,12/11/2021 21:49,1.63675E+12,-5,12/11/2021 16:49,60751,15,questionnaire-bi31,,17117202,5056505,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x703,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Age,19
3,1.63675E+12,12/11/2021 21:49,1.63675E+12,-5,12/11/2021 16:49,60751,15,questionnaire-bi31,,17117202,5056505,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x703,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Age-quantised,3
4,1.63675E+12,12/11/2021 21:49,1.63675E+12,-5,12/11/2021 16:49,60751,15,questionnaire-bi31,,17117202,5056505,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x703,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Gender,Female
5,1.63675E+12,12/11/2021 21:49,1.63675E+12,-5,12/11/2021 16:49,60751,15,questionnaire-bi31,,17117202,5056505,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x703,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Gender-quantised,2
6,1.63675E+12,12/11/2021 21:49,1.63675E+12,-5,12/11/2021 16:49,60751,15,questionnaire-bi31,,17117202,5056505,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x703,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,seizures,1
7,1.63675E+12,12/11/2021 21:49,1.63675E+12,-5,12/11/2021 16:49,60751,15,questionnaire-bi31,,17117202,5056505,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x703,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,consent,1
8,1.63675E+12,12/11/2021 21:49,1.63675E+12,-5,12/11/2021 16:49,60751,15,questionnaire-bi31,,17117202,5056505,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x703,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,END QUESTIONNAIRE,10815
1,1.63716E+12,17/11/2021 13:42,1.63716E+12,-5,17/11/2021 8:41,60751,15,questionnaire-bi31,,17240456,5089633,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1920x937,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63716E+12,17/11/2021 13:42,1.63716E+12,-5,17/11/2021 8:41,60751,15,questionnaire-bi31,,17240456,5089633,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1903x937,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Age,18
3,1.63716E+12,17/11/2021 13:42,1.63716E+12,-5,17/11/2021 8:41,60751,15,questionnaire-bi31,,17240456,5089633,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1903x937,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Age-quantised,2
4,1.63716E+12,17/11/2021 13:42,1.63716E+12,-5,17/11/2021 8:41,60751,15,questionnaire-bi31,,17240456,5089633,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1903x937,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Gender,Female
5,1.63716E+12,17/11/2021 13:42,1.63716E+12,-5,17/11/2021 8:41,60751,15,questionnaire-bi31,,17240456,5089633,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1903x937,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Gender-quantised,2
6,1.63716E+12,17/11/2021 13:42,1.63716E+12,-5,17/11/2021 8:41,60751,15,questionnaire-bi31,,17240456,5089633,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1903x937,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,seizures,1
7,1.63716E+12,17/11/2021 13:42,1.63716E+12,-5,17/11/2021 8:41,60751,15,questionnaire-bi31,,17240456,5089633,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1903x937,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,consent,1
8,1.63716E+12,17/11/2021 13:42,1.63716E+12,-5,17/11/2021 8:41,60751,15,questionnaire-bi31,,17240456,5089633,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1903x937,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,END QUESTIONNAIRE,20890
1,1.63753E+12,21/11/2021 21:40,1.63753E+12,-5,21/11/2021 16:40,60751,15,questionnaire-bi31,,17361494,5122669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,CAB,,,CAB,,,,CAB,,,,No,BEGIN QUESTIONNAIRE,
2,1.63753E+12,21/11/2021 21:41,1.63753E+12,-5,21/11/2021 16:41,60751,15,questionnaire-bi31,,17361494,5122669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,CAB,,,CAB,,,,CAB,,,,No,Age,19
3,1.63753E+12,21/11/2021 21:41,1.63753E+12,-5,21/11/2021 16:41,60751,15,questionnaire-bi31,,17361494,5122669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,CAB,,,CAB,,,,CAB,,,,No,Age-quantised,3
4,1.63753E+12,21/11/2021 21:41,1.63753E+12,-5,21/11/2021 16:41,60751,15,questionnaire-bi31,,17361494,5122669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,CAB,,,CAB,,,,CAB,,,,No,Gender,Female
5,1.63753E+12,21/11/2021 21:41,1.63753E+12,-5,21/11/2021 16:41,60751,15,questionnaire-bi31,,17361494,5122669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,CAB,,,CAB,,,,CAB,,,,No,Gender-quantised,2
6,1.63753E+12,21/11/2021 21:41,1.63753E+12,-5,21/11/2021 16:41,60751,15,questionnaire-bi31,,17361494,5122669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,CAB,,,CAB,,,,CAB,,,,No,seizures,1
7,1.63753E+12,21/11/2021 21:41,1.63753E+12,-5,21/11/2021 16:41,60751,15,questionnaire-bi31,,17361494,5122669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,CAB,,,CAB,,,,CAB,,,,No,consent,1
8,1.63753E+12,21/11/2021 21:41,1.63753E+12,-5,21/11/2021 16:41,60751,15,questionnaire-bi31,,17361494,5122669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,CAB,,,CAB,,,,CAB,,,,No,END QUESTIONNAIRE,22389
1,1.63753E+12,21/11/2021 21:49,1.63753E+12,-5,21/11/2021 16:49,60751,15,questionnaire-bi31,,17361652,5122707,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,BEGIN QUESTIONNAIRE,
2,1.63753E+12,21/11/2021 21:49,1.63753E+12,-5,21/11/2021 16:49,60751,15,questionnaire-bi31,,17361652,5122707,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Age,18
3,1.63753E+12,21/11/2021 21:49,1.63753E+12,-5,21/11/2021 16:49,60751,15,questionnaire-bi31,,17361652,5122707,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Age-quantised,2
4,1.63753E+12,21/11/2021 21:49,1.63753E+12,-5,21/11/2021 16:49,60751,15,questionnaire-bi31,,17361652,5122707,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Gender,Female
5,1.63753E+12,21/11/2021 21:49,1.63753E+12,-5,21/11/2021 16:49,60751,15,questionnaire-bi31,,17361652,5122707,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Gender-quantised,2
6,1.63753E+12,21/11/2021 21:49,1.63753E+12,-5,21/11/2021 16:49,60751,15,questionnaire-bi31,,17361652,5122707,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,seizures,1
7,1.63753E+12,21/11/2021 21:49,1.63753E+12,-5,21/11/2021 16:49,60751,15,questionnaire-bi31,,17361652,5122707,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,consent,1
8,1.63753E+12,21/11/2021 21:49,1.63753E+12,-5,21/11/2021 16:49,60751,15,questionnaire-bi31,,17361652,5122707,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,END QUESTIONNAIRE,19427
1,1.63795E+12,26/11/2021 19:01,1.63795E+12,-5,26/11/2021 14:01,60751,15,questionnaire-bi31,,17510531,5169528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,BEGIN QUESTIONNAIRE,
2,1.63795E+12,26/11/2021 19:01,1.63795E+12,-5,26/11/2021 14:01,60751,15,questionnaire-bi31,,17510531,5169528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Age,18
3,1.63795E+12,26/11/2021 19:01,1.63795E+12,-5,26/11/2021 14:01,60751,15,questionnaire-bi31,,17510531,5169528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Age-quantised,2
4,1.63795E+12,26/11/2021 19:01,1.63795E+12,-5,26/11/2021 14:01,60751,15,questionnaire-bi31,,17510531,5169528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Gender,Female
5,1.63795E+12,26/11/2021 19:01,1.63795E+12,-5,26/11/2021 14:01,60751,15,questionnaire-bi31,,17510531,5169528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Gender-quantised,2
6,1.63795E+12,26/11/2021 19:01,1.63795E+12,-5,26/11/2021 14:01,60751,15,questionnaire-bi31,,17510531,5169528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,seizures,1
7,1.63795E+12,26/11/2021 19:01,1.63795E+12,-5,26/11/2021 14:01,60751,15,questionnaire-bi31,,17510531,5169528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,consent,1
8,1.63795E+12,26/11/2021 19:01,1.63795E+12,-5,26/11/2021 14:01,60751,15,questionnaire-bi31,,17510531,5169528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,END QUESTIONNAIRE,14717
1,1.63804E+12,27/11/2021 20:25,1.63804E+12,-5,27/11/2021 15:25,60751,15,questionnaire-bi31,,17526325,5175385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,BEGIN QUESTIONNAIRE,
2,1.63804E+12,27/11/2021 20:26,1.63804E+12,-5,27/11/2021 15:26,60751,15,questionnaire-bi31,,17526325,5175385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1349x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,Age,19
3,1.63804E+12,27/11/2021 20:26,1.63804E+12,-5,27/11/2021 15:26,60751,15,questionnaire-bi31,,17526325,5175385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1349x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,Age-quantised,3
4,1.63804E+12,27/11/2021 20:26,1.63804E+12,-5,27/11/2021 15:26,60751,15,questionnaire-bi31,,17526325,5175385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1349x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,Gender,Male
5,1.63804E+12,27/11/2021 20:26,1.63804E+12,-5,27/11/2021 15:26,60751,15,questionnaire-bi31,,17526325,5175385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1349x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,Gender-quantised,1
6,1.63804E+12,27/11/2021 20:26,1.63804E+12,-5,27/11/2021 15:26,60751,15,questionnaire-bi31,,17526325,5175385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1349x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,seizures,1
7,1.63804E+12,27/11/2021 20:26,1.63804E+12,-5,27/11/2021 15:26,60751,15,questionnaire-bi31,,17526325,5175385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1349x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,consent,1
8,1.63804E+12,27/11/2021 20:26,1.63804E+12,-5,27/11/2021 15:26,60751,15,questionnaire-bi31,,17526325,5175385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1349x657,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,END QUESTIONNAIRE,17808
1,1.63822E+12,29/11/2021 22:26,1.63822E+12,-5,29/11/2021 17:26,60751,15,questionnaire-bi31,,17572448,5189480,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,BEGIN QUESTIONNAIRE,
2,1.63822E+12,29/11/2021 22:26,1.63822E+12,-5,29/11/2021 17:26,60751,15,questionnaire-bi31,,17572448,5189480,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,Age,18
3,1.63822E+12,29/11/2021 22:26,1.63822E+12,-5,29/11/2021 17:26,60751,15,questionnaire-bi31,,17572448,5189480,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,Age-quantised,2
4,1.63822E+12,29/11/2021 22:26,1.63822E+12,-5,29/11/2021 17:26,60751,15,questionnaire-bi31,,17572448,5189480,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,Gender,Female
5,1.63822E+12,29/11/2021 22:26,1.63822E+12,-5,29/11/2021 17:26,60751,15,questionnaire-bi31,,17572448,5189480,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,Gender-quantised,2
6,1.63822E+12,29/11/2021 22:26,1.63822E+12,-5,29/11/2021 17:26,60751,15,questionnaire-bi31,,17572448,5189480,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,seizures,1
7,1.63822E+12,29/11/2021 22:26,1.63822E+12,-5,29/11/2021 17:26,60751,15,questionnaire-bi31,,17572448,5189480,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,consent,1
8,1.63822E+12,29/11/2021 22:26,1.63822E+12,-5,29/11/2021 17:26,60751,15,questionnaire-bi31,,17572448,5189480,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,BCA,,,CAB,,,,BCA,,,,No,END QUESTIONNAIRE,13306
1,1.63823E+12,29/11/2021 23:28,1.63823E+12,-5,29/11/2021 18:27,60751,15,questionnaire-bi31,,17573270,5189782,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,CAB,,,,,,,,,,,CAB,No,BEGIN QUESTIONNAIRE,
2,1.63823E+12,29/11/2021 23:28,1.63823E+12,-5,29/11/2021 18:27,60751,15,questionnaire-bi31,,17573270,5189782,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,CAB,,,,,,,,,,,CAB,No,Age,18
3,1.63823E+12,29/11/2021 23:28,1.63823E+12,-5,29/11/2021 18:27,60751,15,questionnaire-bi31,,17573270,5189782,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,CAB,,,,,,,,,,,CAB,No,Age-quantised,2
4,1.63823E+12,29/11/2021 23:28,1.63823E+12,-5,29/11/2021 18:27,60751,15,questionnaire-bi31,,17573270,5189782,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,CAB,,,,,,,,,,,CAB,No,Gender,Female
5,1.63823E+12,29/11/2021 23:28,1.63823E+12,-5,29/11/2021 18:27,60751,15,questionnaire-bi31,,17573270,5189782,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,CAB,,,,,,,,,,,CAB,No,Gender-quantised,2
6,1.63823E+12,29/11/2021 23:28,1.63823E+12,-5,29/11/2021 18:27,60751,15,questionnaire-bi31,,17573270,5189782,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,CAB,,,,,,,,,,,CAB,No,seizures,1
7,1.63823E+12,29/11/2021 23:28,1.63823E+12,-5,29/11/2021 18:27,60751,15,questionnaire-bi31,,17573270,5189782,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,CAB,,,,,,,,,,,CAB,No,consent,1
8,1.63823E+12,29/11/2021 23:28,1.63823E+12,-5,29/11/2021 18:27,60751,15,questionnaire-bi31,,17573270,5189782,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,CAB,,,,,,,,,,,CAB,No,END QUESTIONNAIRE,10909
1,1.63857E+12,3/12/2021 22:24,1.63857E+12,-5,3/12/2021 17:24,60751,15,questionnaire-bi31,,17723799,5228305,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.81,1600x900,1600x757,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,BEGIN QUESTIONNAIRE,
2,1.63857E+12,3/12/2021 22:25,1.63857E+12,-5,3/12/2021 17:25,60751,15,questionnaire-bi31,,17723799,5228305,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.81,1600x900,1583x757,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Age,18
3,1.63857E+12,3/12/2021 22:25,1.63857E+12,-5,3/12/2021 17:25,60751,15,questionnaire-bi31,,17723799,5228305,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.81,1600x900,1583x757,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Age-quantised,2
4,1.63857E+12,3/12/2021 22:25,1.63857E+12,-5,3/12/2021 17:25,60751,15,questionnaire-bi31,,17723799,5228305,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.81,1600x900,1583x757,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Gender,Male
5,1.63857E+12,3/12/2021 22:25,1.63857E+12,-5,3/12/2021 17:25,60751,15,questionnaire-bi31,,17723799,5228305,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.81,1600x900,1583x757,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Gender-quantised,1
6,1.63857E+12,3/12/2021 22:25,1.63857E+12,-5,3/12/2021 17:25,60751,15,questionnaire-bi31,,17723799,5228305,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.81,1600x900,1583x757,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,seizures,1
7,1.63857E+12,3/12/2021 22:25,1.63857E+12,-5,3/12/2021 17:25,60751,15,questionnaire-bi31,,17723799,5228305,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.81,1600x900,1583x757,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,consent,1
